"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img1","Input.img2","Input.question","Input.answer1","Input.answer2","Input.correct","Answer.answer.choice1","Answer.answer.choice2","Answer.commentbox","Approve","Reject"
"3KA7IJSNW6RI9YUJV33UD5SAZJKPBF","3HR9SK23ISPI87E4NUYUKWN3TM2R30","answer question about image","Estd Time: 20-30 seconds. Answer questions about spatial relationships on images","VQA, spatial awareness, question answering","$0.14","Wed Nov 20 15:17:15 PST 2024","3","BatchId:5273287;OriginalHitTemplateId:928390828;","7200","172800","Wed Nov 27 15:17:15 PST 2024","","","3PW9OPU9PR6ORD8FHA4VZ034RCS21V","A2C5HSMKN7QDM8","Submitted","Wed Nov 20 15:18:05 PST 2024","Wed Nov 20 15:24:20 PST 2024","Fri Nov 22 15:24:20 PST 2024","","","","375","100% (10/10)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png","","If I move to the 'X' marked point in the image and turned left by 90 degrees, will the KeyChain (near marked 5) be to my left or right?","right","left","1","true","false",""
"3KA7IJSNW6RI9YUJV33UD5SAZJKPBF","3HR9SK23ISPI87E4NUYUKWN3TM2R30","answer question about image","Estd Time: 20-30 seconds. Answer questions about spatial relationships on images","VQA, spatial awareness, question answering","$0.14","Wed Nov 20 15:17:15 PST 2024","3","BatchId:5273287;OriginalHitTemplateId:928390828;","7200","172800","Wed Nov 27 15:17:15 PST 2024","","","3I33IC7ZWGOKL1LFDTXOA1W7V6YA2R","A1ZR7R1YRYYGU3","Submitted","Wed Nov 20 15:18:01 PST 2024","Wed Nov 20 16:30:25 PST 2024","Fri Nov 22 16:30:25 PST 2024","","","","4344","100% (1/1)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png","","If I move to the 'X' marked point in the image and turned left by 90 degrees, will the KeyChain (near marked 5) be to my left or right?","right","left","1","true","false","good"
"3SU800BH86EI5944V7ZEI0A8T0DUQS","3HR9SK23ISPI87E4NUYUKWN3TM2R30","answer question about image","Estd Time: 20-30 seconds. Answer questions about spatial relationships on images","VQA, spatial awareness, question answering","$0.14","Wed Nov 20 15:17:16 PST 2024","3","BatchId:5273287;OriginalHitTemplateId:928390828;","7200","172800","Wed Nov 27 15:17:16 PST 2024","","","3EO896NRAXHP6TIWQEUX4N8GL65JT8","A1C9A5IARDMUA","Submitted","Wed Nov 20 15:17:57 PST 2024","Wed Nov 20 16:41:13 PST 2024","Fri Nov 22 16:41:13 PST 2024","","","","4996","0% (0/0)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png","","For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the brown square dining table (near marked 6) be to their left or right?","left","right","2","true","false",""
"3DWNFENNE3H22O6CLBON8V0SGSY4JP","3HR9SK23ISPI87E4NUYUKWN3TM2R30","answer question about image","Estd Time: 20-30 seconds. Answer questions about spatial relationships on images","VQA, spatial awareness, question answering","$0.14","Wed Nov 20 15:17:16 PST 2024","3","BatchId:5273287;OriginalHitTemplateId:928390828;","7200","172800","Wed Nov 27 15:17:16 PST 2024","","","3JWH6J9I9TZLTXF05QV4X0JBOJABNE","A204K98WHPRQPW","Submitted","Wed Nov 20 15:17:52 PST 2024","Wed Nov 20 15:20:41 PST 2024","Fri Nov 22 15:20:41 PST 2024","","","","169","100% (1/1)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png","","If I move to the 'X' marked point in the image and turned left by 90 degrees, will the black colored wooden chair (near marked 7) be to my left or right?","left","right","2","true","false",""
"3DWNFENNE3H22O6CLBON8V0SGSY4JP","3HR9SK23ISPI87E4NUYUKWN3TM2R30","answer question about image","Estd Time: 20-30 seconds. Answer questions about spatial relationships on images","VQA, spatial awareness, question answering","$0.14","Wed Nov 20 15:17:16 PST 2024","3","BatchId:5273287;OriginalHitTemplateId:928390828;","7200","172800","Wed Nov 27 15:17:16 PST 2024","","","31QNSG6A5SFDOEP6M7U5A17KGYK780","AEH1FUMADVJAP","Submitted","Wed Nov 20 15:17:50 PST 2024","Wed Nov 20 16:14:34 PST 2024","Fri Nov 22 16:14:34 PST 2024","","","","3404","100% (1/1)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png","","If I move to the 'X' marked point in the image and turned left by 90 degrees, will the black colored wooden chair (near marked 7) be to my left or right?","left","right","2","true","false",""
"3Y40HMYLL142E65GHLU6C861Q30UXP","3HR9SK23ISPI87E4NUYUKWN3TM2R30","answer question about image","Estd Time: 20-30 seconds. Answer questions about spatial relationships on images","VQA, spatial awareness, question answering","$0.14","Wed Nov 20 15:17:24 PST 2024","3","BatchId:5273287;OriginalHitTemplateId:928390828;","7200","172800","Wed Nov 27 15:17:24 PST 2024","","","3QIYRE09Y43KGZX83T2FRO6227J1NL","AUFCY2N1130JY","Submitted","Wed Nov 20 15:17:54 PST 2024","Wed Nov 20 15:56:37 PST 2024","Fri Nov 22 15:56:37 PST 2024","","","","2323","100% (1/1)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_693_0_0.jpg","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_693_0_1.jpg","Were any of the objects in the initial image that you can still see in the second image moved from their original positions?","Sofa was moved left and away from the camera","Sofa was moved right and towards the camera","2","false","true",""
"3Y40HMYLL142E65GHLU6C861Q30UXP","3HR9SK23ISPI87E4NUYUKWN3TM2R30","answer question about image","Estd Time: 20-30 seconds. Answer questions about spatial relationships on images","VQA, spatial awareness, question answering","$0.14","Wed Nov 20 15:17:24 PST 2024","3","BatchId:5273287;OriginalHitTemplateId:928390828;","7200","172800","Wed Nov 27 15:17:24 PST 2024","","","3BQU611VFQ6HG2W96WY3OTT1VUQ993","A1DOHNWQC9D7YF","Submitted","Wed Nov 20 15:17:50 PST 2024","Wed Nov 20 17:03:44 PST 2024","Fri Nov 22 17:03:44 PST 2024","","","","6354","100% (2/2)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_693_0_0.jpg","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_693_0_1.jpg","Were any of the objects in the initial image that you can still see in the second image moved from their original positions?","Sofa was moved left and away from the camera","Sofa was moved right and towards the camera","2","false","true",""
"3FHTJGYT8NME0F2UBPV8EGJ7FWCPGW","3HR9SK23ISPI87E4NUYUKWN3TM2R30","answer question about image","Estd Time: 20-30 seconds. Answer questions about spatial relationships on images","VQA, spatial awareness, question answering","$0.14","Wed Nov 20 15:17:24 PST 2024","3","BatchId:5273287;OriginalHitTemplateId:928390828;","7200","172800","Wed Nov 27 15:17:24 PST 2024","","","3WRFBPLXRBAGQ2BNQXGYFHLZ0RX3NF","A201U6OACI4229","Submitted","Wed Nov 20 15:18:07 PST 2024","Wed Nov 20 15:22:05 PST 2024","Fri Nov 22 15:22:05 PST 2024","","","","238","100% (2/2)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_607_0_0.jpg","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_607_0_1.jpg","Were any of the objects in the initial image that you can still see in the second image moved from their original positions?","Chair was moved left and towards the camera","no objects moved","2","false","true",""
"3FHTJGYT8NME0F2UBPV8EGJ7FWCPGW","3HR9SK23ISPI87E4NUYUKWN3TM2R30","answer question about image","Estd Time: 20-30 seconds. Answer questions about spatial relationships on images","VQA, spatial awareness, question answering","$0.14","Wed Nov 20 15:17:24 PST 2024","3","BatchId:5273287;OriginalHitTemplateId:928390828;","7200","172800","Wed Nov 27 15:17:24 PST 2024","","","3YOH7BII0ATZU5S3DUUO6KWEXGKVKY","A5M65GJUFO8GJ","Submitted","Wed Nov 20 15:17:33 PST 2024","Wed Nov 20 16:30:24 PST 2024","Fri Nov 22 16:30:24 PST 2024","","","","4371","0% (0/0)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_607_0_0.jpg","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_607_0_1.jpg","Were any of the objects in the initial image that you can still see in the second image moved from their original positions?","Chair was moved left and towards the camera","no objects moved","2","true","false",""
"3YLTXLH3DFSS0BX5VVDQZGV8UWPPHV","3HR9SK23ISPI87E4NUYUKWN3TM2R30","answer question about image","Estd Time: 20-30 seconds. Answer questions about spatial relationships on images","VQA, spatial awareness, question answering","$0.14","Wed Nov 20 15:17:25 PST 2024","3","BatchId:5273287;OriginalHitTemplateId:928390828;","7200","172800","Wed Nov 27 15:17:25 PST 2024","","","35USIKEBNS2FNLY59ZEWMKXJAIZ6NO","A273OKUXAEFWEN","Submitted","Wed Nov 20 15:17:43 PST 2024","Wed Nov 20 15:28:26 PST 2024","Fri Nov 22 15:28:26 PST 2024","","","","643","0% (0/0)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_553_0_0.jpg","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_553_0_1.jpg","Were any of the objects in the initial image that you can still see in the second image moved from their original positions?","HousePlant was moved left and towards the camera","no objects moved","2","true","false",""
