"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img1","Input.img2","Input.question","Input.answer1","Input.answer2","Input.correct","Answer.answer.choice1","Answer.answer.choice2","Answer.commentbox","Approve","Reject"
"3LAZVA75NI713EA4E5S9ACLEVEQ2OX","38MPDVA2YQSN8X6IUW414RJ09H9MGM","answer question about image","answer question about image","answer question about image","$0.04","Wed Nov 20 15:26:13 PST 2024","3","BatchId:411206;OriginalHitTemplateId:921587254;","3600","259200","Wed Nov 27 15:26:13 PST 2024","","","3LPW2N6LKUIR20BIICBIV9CVGDZ5U1","A24K10E4GGIB1D","Submitted","Wed Nov 20 16:00:45 PST 2024","Wed Nov 20 16:01:13 PST 2024","Sat Nov 23 16:01:13 PST 2024","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_784_0_0.jpg","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_784_0_1.jpg","Were any of the objects in the initial image that you can still see in the second image moved from their original positions?","ArmChair was moved left and away from the camera","ArmChair was moved right and towards the camera","2","true","false",""
"382GHPVPHS7MK3W5ZLR5FOK1K1Q430","38MPDVA2YQSN8X6IUW414RJ09H9MGM","answer question about image","answer question about image","answer question about image","$0.04","Wed Nov 20 15:24:56 PST 2024","3","BatchId:411206;OriginalHitTemplateId:921587254;","3600","259200","Wed Nov 27 15:24:56 PST 2024","","","3U4J9857OFRRT5GV6E9KO3Y3IYN7B1","A24K10E4GGIB1D","Submitted","Wed Nov 20 16:28:46 PST 2024","Wed Nov 20 16:28:57 PST 2024","Sat Nov 23 16:28:57 PST 2024","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_872_0_0.jpg","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_872_0_1.jpg","Were any of the objects in the initial image that you can still see in the second image moved from their original positions?","no objects moved","Bed was moved left and away from the camera","1","true","false",""
"3XH7ZM9YX2AF0BNJR6OSEUYXC7JR9M","38MPDVA2YQSN8X6IUW414RJ09H9MGM","answer question about image","answer question about image","answer question about image","$0.04","Wed Nov 20 15:22:45 PST 2024","3","BatchId:411206;OriginalHitTemplateId:921587254;","3600","259200","Wed Nov 27 15:22:45 PST 2024","","","3SLE99ER0OTADFM1P913FNR2SR0BZX","A24K10E4GGIB1D","Submitted","Wed Nov 20 16:00:10 PST 2024","Wed Nov 20 16:00:43 PST 2024","Sat Nov 23 16:00:43 PST 2024","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_132_0_0.jpg","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_132_0_1.jpg","Were any of the objects in the initial image that you can still see in the second image moved from their original positions?","CoffeeMachine was moved left and towards the camera","CoffeeMachine was moved right and away from the camera","1","true","false",""
"3G4VVJO6PZWE5UQVIBBSZ8CYMJ7PKM","38MPDVA2YQSN8X6IUW414RJ09H9MGM","answer question about image","answer question about image","answer question about image","$0.04","Wed Nov 20 15:23:31 PST 2024","3","BatchId:411206;OriginalHitTemplateId:921587254;","3600","259200","Wed Nov 27 15:23:31 PST 2024","","","3SKEMFQBZ4LWMMP8MWEJ16DOGC2K8L","A24K10E4GGIB1D","Submitted","Wed Nov 20 16:17:48 PST 2024","Wed Nov 20 16:18:00 PST 2024","Sat Nov 23 16:18:00 PST 2024","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png","","If I move to the 'X' marked point in the image and turned left by 90 degrees, will the KeyChain (near marked 5) get closer or further away?","Further","Closer","2","false","true",""
"3FTID4TN8LEJYE0EUYJCRZIPFOFYLS","38MPDVA2YQSN8X6IUW414RJ09H9MGM","answer question about image","answer question about image","answer question about image","$0.04","Wed Nov 20 15:22:33 PST 2024","3","BatchId:411206;OriginalHitTemplateId:921587254;","3600","259200","Wed Nov 27 15:22:33 PST 2024","","","3QY7M81QH82SM8KPCRMDN6HT5SWK7Y","A24K10E4GGIB1D","Submitted","Wed Nov 20 16:17:35 PST 2024","Wed Nov 20 16:17:46 PST 2024","Sat Nov 23 16:17:46 PST 2024","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png","","If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Newspaper (near marked 0) be to my left or right?","right","left","1","true","false",""
"30ZKOOGW2WM5CPY7LIND4YR4ER81AG","38MPDVA2YQSN8X6IUW414RJ09H9MGM","answer question about image","answer question about image","answer question about image","$0.04","Wed Nov 20 15:22:49 PST 2024","3","BatchId:411206;OriginalHitTemplateId:921587254;","3600","259200","Wed Nov 27 15:22:49 PST 2024","","","3GNA64GUZFKZA74113RDL8F6DST5QW","A24K10E4GGIB1D","Submitted","Wed Nov 20 15:52:30 PST 2024","Wed Nov 20 15:52:58 PST 2024","Sat Nov 23 15:52:58 PST 2024","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_675_0_0.jpg","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_675_0_1.jpg","Were any of the objects in the initial image that you can still see in the second image moved from their original positions?","no objects moved","DiningTable was moved left and towards the camera","1","true","false",""
"38G0E1M85ML5DAS3Y1OTBNAEAY6VUA","38MPDVA2YQSN8X6IUW414RJ09H9MGM","answer question about image","answer question about image","answer question about image","$0.04","Wed Nov 20 15:22:34 PST 2024","3","BatchId:411206;OriginalHitTemplateId:921587254;","3600","259200","Wed Nov 27 15:22:34 PST 2024","","","3YMU66OBIOOKDBUIZ9NAGREUCEBHGU","A24K10E4GGIB1D","Submitted","Wed Nov 20 16:02:51 PST 2024","Wed Nov 20 16:03:08 PST 2024","Sat Nov 23 16:03:08 PST 2024","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png","","For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the Newspaper (near marked 0) be to their left or right?","left","right","2","false","true",""
"38G0E1M85ML5DAS3Y1OTBNAEAY6VUA","38MPDVA2YQSN8X6IUW414RJ09H9MGM","answer question about image","answer question about image","answer question about image","$0.04","Wed Nov 20 15:22:34 PST 2024","3","BatchId:411206;OriginalHitTemplateId:921587254;","3600","259200","Wed Nov 27 15:22:34 PST 2024","","","3Z4GS9HPNWQ4RTD5TXX4J1C7Z8W77F","AJSIZR63XV1GI","Submitted","Wed Nov 20 16:23:06 PST 2024","Wed Nov 20 16:23:17 PST 2024","Sat Nov 23 16:23:17 PST 2024","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png","","For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the Newspaper (near marked 0) be to their left or right?","left","right","2","false","true",""
"3D0LPO3EABFR4Z3B7QZ4JGMJATKYO9","38MPDVA2YQSN8X6IUW414RJ09H9MGM","answer question about image","answer question about image","answer question about image","$0.04","Wed Nov 20 15:22:49 PST 2024","3","BatchId:411206;OriginalHitTemplateId:921587254;","3600","259200","Wed Nov 27 15:22:49 PST 2024","","","32Q90QCQ1T1DVNZZZZ0JTG9ARF0KEK","A347KMFUVY2UM5","Submitted","Wed Nov 20 16:22:21 PST 2024","Wed Nov 20 16:22:37 PST 2024","Sat Nov 23 16:22:37 PST 2024","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_823_0_0.jpg","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_823_0_1.jpg","Were any of the objects in the initial image that you can still see in the second image moved from their original positions?","no objects moved","DiningTable was moved left and towards the camera","1","true","false",""
"3D0LPO3EABFR4Z3B7QZ4JGMJATKYO9","38MPDVA2YQSN8X6IUW414RJ09H9MGM","answer question about image","answer question about image","answer question about image","$0.04","Wed Nov 20 15:22:49 PST 2024","3","BatchId:411206;OriginalHitTemplateId:921587254;","3600","259200","Wed Nov 27 15:22:49 PST 2024","","","3TS1AR6UQRUH6MSBBGVG7TPOXWFF7R","AJSIZR63XV1GI","Submitted","Wed Nov 20 16:19:36 PST 2024","Wed Nov 20 16:21:28 PST 2024","Sat Nov 23 16:21:28 PST 2024","","","","112","0% (0/0)","0% (0/0)","0% (0/0)","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_823_0_0.jpg","https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/navigation_val_v2_823_0_1.jpg","Were any of the objects in the initial image that you can still see in the second image moved from their original positions?","no objects moved","DiningTable was moved left and towards the camera","1","true","false",""
